sentence,likelihood
Are you coming with us?,-13.41943359375
Shut the hell up!,-13.419677734375
Why don't you do this?,-13.419830322265625
What did you just do?,-13.419921875
I can't wait to see you!,-13.4208984375
I would.,-13.421875
Kill you?,-13.421875
I'm not buying it.,-13.421875
You should write a book.,-13.421875
Please help!,-13.421875
Maybe not.,-13.421875
Brandon!,-13.421875
How cool!,-13.421875
You wanna go?,-13.421875
Nikki!,-13.421875
"Oh, goody!",-13.421875
Right on!,-13.421875
You like that?,-13.421875
You're tired?,-13.421875
Hold my beer.,-13.421875
I cannot.,-13.421875
Liar!,-13.421875
Take me!,-13.421875
What about them?,-13.421875
Pff.,-13.421875
You wanna fight?,-13.421875
Psych!,-13.421875
Dating?,-13.421875
Who's at the door?,-13.4228515625
I can't believe you just said that.,-13.4228515625
This isn't me.,-13.42364501953125
How is that even possible?,-13.423828125
Do you believe in love at first sight?,-13.4241943359375
"You don't know, do you?",-13.42431640625
Aren't you hungry?,-13.4246826171875
I'll let you know.,-13.4248046875
Can we still be friends?,-13.42529296875
I didn't know you could do that.,-13.42572021484375
"Yes, I can.",-13.42578125
I'm freaking out.,-13.42578125
This is so cute!,-13.42578125
"Mom, I'm bored.",-13.42578125
"Dude, relax.",-13.42578125
This is real.,-13.42578125
Can I have one of those?,-13.42578125
"No, silly.",-13.42578125
Do you know what day it is?,-13.4259033203125
What do you want to drink?,-13.4267578125
I'm so happy for you!,-13.4267578125
What are you bringing?,-13.42724609375
This doesn't make sense.,-13.42779541015625
Are you for real right now?,-13.428802490234375
You're a virgin?,-13.4296875
Silence!,-13.4296875
Wut?,-13.4296875
Do you work here?,-13.4296875
How'd you get that?,-13.4296875
I've been thinking.,-13.4296875
"Oh, look at this.",-13.4296875
I'm full.,-13.4296875
I'm terrified.,-13.4296875
What happened to your leg?,-13.4296875
Lies!,-13.4296875
"Don't call me, I'll call you.",-13.42974853515625
You're under arrest.,-13.4306640625
Aren't you going to say anything?,-13.4307861328125
How do you think I feel?,-13.431640625
Don't lie.,-13.4320068359375
Don't look!,-13.4320068359375
I love Mr.,-13.432373046875
How much do you want for it?,-13.4326171875
What do you look like?,-13.4326171875
"Yeah, no big deal.",-13.43359375
Why are you so excited?,-13.43359375
Why are you complaining?,-13.43359375
It's gonna be fine.,-13.43359375
What happened to your eye?,-13.43359375
Ta-da!,-13.43359375
"All right, let's go.",-13.43359375
You're wasting your time.,-13.43359375
I don't like that song.,-13.43359375
"Hello, who are you?",-13.43408203125
"Hey, how you doin'?",-13.434539794921875
"Well, what's the problem?",-13.4345703125
"Well, I mean.",-13.4345703125
How are you doing this?,-13.4345703125
"Um, who are you?",-13.435546875
I can't leave.,-13.4365234375
I'm a lawyer.,-13.4375
Your hair!,-13.4375
Pants?,-13.4375
Pop!,-13.4375
Come with us!,-13.4375
Suck it!,-13.4375
You kidding me?,-13.4375
"Hi, John.",-13.4375
Let's go to the beach!,-13.4375
And then.,-13.4375
Lee!,-13.4375
Sorry about that.,-13.4375
10.,-13.4375
What man?,-13.4375
"Oh, is it?",-13.4375
"Well, what do you want me to say?",-13.43841552734375
What are you doing up there?,-13.43896484375
What are you going to do with your life?,-13.439453125
"Yeah, it's cool.",-13.439453125
How do you want it?,-13.439453125
How could you not know this?,-13.439453125
Let me show you.,-13.440185546875
"Mommy, I love you.",-13.4404296875
I'm not going to school.,-13.4404296875
I don't do drugs.,-13.44140625
"Listen, man.",-13.44140625
Take off your clothes.,-13.44140625
This is so amazing!,-13.44140625
"No, he's not.",-13.44140625
This is interesting.,-13.44140625
"Dude, chill out.",-13.44140625
That's pretty.,-13.44140625
That's not what I meant.,-13.44140625
That's silly.,-13.44140625
Let's go outside.,-13.44140625
You're doing it wrong.,-13.44140625
"Mom, look at me!",-13.44140625
"Dude, are you serious?",-13.44189453125
"Well, shit.",-13.4423828125
How much do you charge?,-13.4423828125
What are you scared of?,-13.4423828125
Toodles!,-13.443359375
What are you going to do next?,-13.443359375
You don't even know me.,-13.443603515625
None of your business.,-13.44384765625
What do you want us to do?,-13.4443359375
I can't see anything.,-13.4443359375
Isn't that cute?,-13.44464111328125
Tammy!,-13.4453125
It's Christmas.,-13.4453125
"What's up, girl?",-13.4453125
What about these?,-13.4453125
"Alright, you know what?",-13.4453125
"Here, try this.",-13.4453125
What's up with him?,-13.4453125
You rock!,-13.4453125
I'm so full.,-13.4453125
But why not?,-13.4453125
I'm worried.,-13.4453125
"I'm sorry, man.",-13.4453125
I love you to death.,-13.4453125
Where's your girlfriend?,-13.4453125
Jeepers!,-13.4462890625
"Girl, what are you talking about?",-13.44635009765625
You shouldn't have.,-13.44659423828125
You disgust me.,-13.44677734375
"C'mon, man.",-13.447021484375
This isn't real.,-13.44708251953125
How do you like it?,-13.447265625
What else do you want?,-13.447265625
Don't be late.,-13.4476318359375
Don't you love me anymore?,-13.4476318359375
"Mom, I can't.",-13.4482421875
"No, I can't do it.",-13.4482421875
Can't you hear it?,-13.44921875
Where's my mommy?,-13.44921875
That's not good enough.,-13.44921875
I'm not going with you.,-13.44921875
Not right now.,-13.4501953125
Are you my mommy?,-13.45068359375
You better believe it!,-13.451171875
"No, we can't.",-13.451171875
Don't you like me anymore?,-13.4515380859375
Why can't we all just get along?,-13.451904296875
I can't stand it.,-13.4521484375
Rad!,-13.453125
Aye!,-13.453125
I really like this guy.,-13.453125
I had this dream.,-13.453125
"Yeah, all right.",-13.453125
It's awesome!,-13.453125
Heaven!,-13.453125
I'm sleepy.,-13.453125
You have to.,-13.453125
Miley!,-13.453125
"Look, I love you.",-13.453125
What are the chances?,-13.453125
Did I?,-13.453125
You are.,-13.453125
"What, seriously?",-13.453125
Suit yourself.,-13.453125
You know what I just realized?,-13.453125
Liz!,-13.453125
Nathan!,-13.453125
A car?,-13.453125
I love you forever.,-13.453125
I could never do that.,-13.453125
"Oh, where are you going?",-13.453125
Why can't we be friends?,-13.454345703125
Are you my mother?,-13.45458984375
What's your dog's name?,-13.455078125
Are you shitting me?,-13.4564208984375
Where's my cake?,-13.45703125
"You know what, dude?",-13.45703125
Who's your friend?,-13.45703125
Why the hell not?,-13.45703125
"Well, great.",-13.4580078125
What did I do to deserve this?,-13.458984375
How do you spell that?,-13.458984375
Where you goin'?,-13.46044921875
Can I sit down?,-13.4609375
What's wrong with us?,-13.4609375
I'm not angry.,-13.4609375
I'm waiting.,-13.4609375
Where is this place?,-13.4609375
Do your homework!,-13.4609375
What are we doing this for?,-13.4609375
What is she wearing?,-13.4609375
"Mom, guess what?",-13.4609375
"I don't know, Dad.",-13.4609375
"Hey, whatever.",-13.4609375
What's all that?,-13.4609375
You think that's bad?,-13.4609375
So what do you do for a living?,-13.4615478515625
Are you retarded?,-13.46240234375
Didn't you know?,-13.46270751953125
"God, no.",-13.462890625
How do you know me?,-13.462890625
What the heck was that?,-13.462890625
Did you cut your hair?,-13.462890625
"Mommy, what is that?",-13.4638671875
"Whoa, slow down.",-13.4638671875
This is easy.,-13.46484375
You know what would be really great?,-13.46484375
Here's some money.,-13.46484375
Here's my number.,-13.46484375
Come on up!,-13.46484375
That's so gross!,-13.46484375
This is my home.,-13.46484375
"What's up, boys?",-13.46484375
Do you have a car?,-13.46484375
That's my job.,-13.46484375
How am I gonna do this?,-13.4649658203125
"Well, what does that mean?",-13.4658203125
What do you want for lunch?,-13.4658203125
"Okay, honey.",-13.4658203125
"No, not at all.",-13.4658203125
"Sure, Mr.",-13.466064453125
What have you been eating?,-13.466796875
I will kill you.,-13.466796875
"No, it doesn't.",-13.4676513671875
I can't read.,-13.4677734375
I can't live like this.,-13.4677734375
I can't remember.,-13.4677734375
You smell.,-13.46875
Do you know what that is?,-13.46875
Goodness gracious!,-13.46875
Eee!,-13.46875
Do you see that?,-13.46875
"Ugh, not again!",-13.46875
Why do you like him?,-13.46875
"Oops, sorry.",-13.46875
Bitch please.,-13.46875
Why is this important?,-13.46875
"Really, Mommy?",-13.46875
Nothing happened.,-13.46875
Ug.,-13.46875
I hate my job.,-13.46875
Is that your dog?,-13.46875
Oh hell no.,-13.46875
What do I know?,-13.46875
I love this book.,-13.46875
You bet!,-13.46875
True.,-13.46875
Eat!,-13.46875
I'm not sick.,-13.46875
Five bucks?,-13.46875
No more.,-13.46875
Get out of my car!,-13.46875
What is the problem?,-13.46875
Is everything OK?,-13.46875
You're from Texas?,-13.46875
Do you want to watch a movie?,-13.46875
I'm 27.,-13.46875
School?,-13.46875
Fire!,-13.46875
Jacob!,-13.46875
"Uh, you know what?",-13.470703125
I don't love you.,-13.470703125
"Mama, what are you doing?",-13.47265625
Where's the bathroom?,-13.47265625
Where's my son?,-13.47265625
"You know, you're right.",-13.47265625
Look it up.,-13.47265625
"Whoa, cool!",-13.47265625
"Okay, all right.",-13.4736328125
Are you calling me fat?,-13.47412109375
Why don't you just.,-13.474517822265625
You think this is bad?,-13.474609375
How do you know my name?,-13.474609375
"Yo, what's going on?",-13.47509765625
I'd rather die.,-13.4765625
"Oh, I forgot.",-13.4765625
It's beautiful.,-13.4765625
"Yeah, it is.",-13.4765625
What does it do?,-13.4765625
Where's Mommy?,-13.4765625
It's funny.,-13.4765625
Is that your car?,-13.4765625
A puppy?,-13.4765625
You bastard!,-13.4765625
"Hey, cool!",-13.4765625
It's cold in here.,-13.47802734375
You complete me.,-13.478515625
What's your phone number?,-13.4788818359375
Don't you like it?,-13.4788818359375
"Seriously, dude?",-13.48046875
This is too hard.,-13.48046875
"Mom, what is this?",-13.48046875
I just want to go home.,-13.48046875
"Oh, that's nothing.",-13.48046875
You know what would be really fun?,-13.48046875
Take off your shirt.,-13.48046875
Who is this bitch?,-13.48046875
I don't have any money.,-13.48046875
"Mom, are you OK?",-13.4814453125
What do you think you are doing?,-13.4814453125
Why can't we just be friends?,-13.481689453125
Duuuude!,-13.482421875
Why are you so nice to me?,-13.482421875
I can't dance.,-13.4833984375
How much do I owe you?,-13.4833984375
I can't see.,-13.4833984375
What are you trying to tell me?,-13.483642578125
I want a pony!,-13.484375
Maya!,-13.484375
What gives?,-13.484375
Monica!,-13.484375
Hello there!,-13.484375
How old is it?,-13.484375
Ehh.,-13.484375
Why did you do this to me?,-13.484375
Warning!,-13.484375
"I love you, man.",-13.484375
Crazy!,-13.484375
What about?,-13.484375
You know what this is?,-13.484375
Where do I sign?,-13.484375
It's just a game.,-13.484375
Zing!,-13.484375
Seriously guys?,-13.484375
Are we cool?,-13.484375
What's on?,-13.484375
I have no clue.,-13.484375
Sissy!,-13.484375
Eat me!,-13.484375
"Sure, honey.",-13.484375
I'm sorry you feel that way.,-13.4844970703125
I don't know what I'm gonna do.,-13.4853515625
"What are you doing, girl?",-13.48583984375
"Wow, Mrs.",-13.486572265625
"Hey, don't worry.",-13.486572265625
I don't have one.,-13.48828125
Why are you writing this?,-13.48828125
He's.,-13.48828125
"Oh, that's weird.",-13.48828125
"Mom, I know.",-13.48828125
What's your point?,-13.48828125
"Mom, what's this?",-13.48828125
"Eh, I dunno.",-13.48956298828125
Lighten up!,-13.490234375
"Oh yeah, no problem.",-13.490234375
I can't do it anymore.,-13.4912109375
I can't believe you said that!,-13.4912109375
Goddammit!,-13.4912109375
Will you go out with me?,-13.4912109375
Do you know her?,-13.4921875
You're ridiculous.,-13.4921875
I'm listening.,-13.4921875
You look so pretty!,-13.4921875
You're dumb.,-13.4921875
You're going?,-13.4921875
I'm a virgin.,-13.4921875
It's here.,-13.4921875
Whoosh!,-13.4921875
I like your shirt.,-13.4921875
It's really easy.,-13.4921875
Is she okay?,-13.4921875
I want a car.,-13.4921875
Duuude!,-13.4921875
Settle down.,-13.4921875
It's totally fine.,-13.4921875
Do you want a cookie?,-13.4921875
What are those things?,-13.4921875
What's your excuse?,-13.4921875
Can I go now?,-13.4921875
You're my sister.,-13.4921875
Is it hot in here?,-13.49267578125
This isn't good.,-13.49395751953125
I'm talking to you.,-13.494140625
Heeeeey!,-13.494140625
I couldn't sleep.,-13.49420166015625
La la la!,-13.4951171875
Leave her alone!,-13.4951171875
Why are you out here?,-13.49609375
What's wrong with them?,-13.49609375
I don't need anything.,-13.49609375
Where's yours?,-13.49609375
Let's go eat.,-13.49609375
I'm having a baby!,-13.49609375
Waaaah!,-13.49609375
"Oh, God, no.",-13.49609375
"Hey, what are you looking at?",-13.49609375
This is wonderful.,-13.49609375
That's too much.,-13.49609375
That's not what I said.,-13.49609375
"Oh yeah, Mr.",-13.4970703125
Paper or plastic?,-13.4970703125
"What are you doing, honey?",-13.49755859375
"I don't know, what do you think?",-13.49755859375
How am I supposed to know that?,-13.498565673828125
"No, it's cool.",-13.4990234375
I really love you.,-13.5
I'm so stressed out.,-13.5
You want some?,-13.5
I'm poor.,-13.5
You guys suck!,-13.5
Come back!,-13.5
Love you!,-13.5
This dress?,-13.5
How's this?,-13.5
"Oh, wait a second.",-13.5
I am here.,-13.5
Same.,-13.5
You wish!,-13.5
Love?,-13.5
Lindsay!,-13.5
Africa?,-13.5
Be nice.,-13.5
No one cares.,-13.5
Kristen!,-13.5
Rats!,-13.5
I want you.,-13.5
You're American?,-13.5
Whuh?,-13.5
Whatcha got?,-13.5009765625
Did you forget?,-13.5009765625
Are you finished?,-13.50146484375
What are they gonna do?,-13.501953125
I'm 17 years old.,-13.50274658203125
Aren't you afraid?,-13.5028076171875
What are you guys looking at?,-13.50341796875
I don't think he likes me.,-13.50390625
This is so easy!,-13.50390625
What else can I do?,-13.50390625
"Ah, yeah.",-13.50390625
"Yo, what's good?",-13.50390625
Roses are red.,-13.504150390625
What in the world is this?,-13.50537109375
And guess what?,-13.50537109375
What did you order?,-13.505859375
What do you expect me to do?,-13.506683349609375
Aren't you hot?,-13.5067138671875
Sucks to be you!,-13.50732421875
Why didn't I think of that?,-13.5074462890625
It's complicated.,-13.5078125
What's wrong with this guy?,-13.5078125
I'm down.,-13.5078125
"Ugh, man.",-13.5078125
It'll be okay.,-13.5078125
I'm hurt.,-13.5078125
You know what I miss?,-13.5078125
It's terrible.,-13.5078125
"OK, let's go.",-13.5078125
You know what's awesome?,-13.5078125
Whyyyyy?,-13.5078125
I know you like me.,-13.5078125
Who invited you?,-13.5078125
"Yeah, see?",-13.5078125
My feet hurt.,-13.5078125
He started it!,-13.5078125
You all right?,-13.5078125
"Yeah, hi.",-13.5078125
"Oh, big deal.",-13.5078125
"Oh no, Mr.",-13.50830078125
"Well, that's good.",-13.5087890625
Why aren't you saying anything?,-13.509307861328125
"Hey, can you do me a favor?",-13.509521484375
"I mean, yeah.",-13.509765625
"Actually, you know what?",-13.509765625
"Oh, who are you?",-13.509765625
Don't be mad.,-13.5101318359375
Have you eaten?,-13.51025390625
Tell me you love me.,-13.510986328125
How can we do this?,-13.51171875
He's dead.,-13.51171875
"Yes, exactly.",-13.51171875
Can you drive?,-13.51171875
I don't need him.,-13.51171875
I don't remember that.,-13.51171875
I'll pray for you.,-13.51171875
Where's my boyfriend?,-13.51171875
Miranda!,-13.51171875
"Mom, I'm tired.",-13.51171875
Is that what I think it is?,-13.5118408203125
Maddie!,-13.513671875
I can't take it.,-13.5146484375
I can't handle it.,-13.5146484375
Only one?,-13.515625
No reason.,-13.515625
You look beautiful.,-13.515625
Come quick!,-13.515625
You gotta be kidding me.,-13.515625
Jim!,-13.515625
Can you take me home?,-13.515625
Wooh!,-13.515625
"Yeah, buddy.",-13.515625
I've gotta go.,-13.515625
I can do anything!,-13.515625
Tuesday?,-13.515625
No offense.,-13.515625
Where's mine?,-13.515625
Jeb!,-13.515625
Pay attention!,-13.515625
Ruby!,-13.515625
Is that all you got?,-13.515625
A little?,-13.515625
We're good.,-13.515625
It's not like that.,-13.515625
How do you know how to do that?,-13.515625
Master!,-13.515625
Ali!,-13.515625
Say what now?,-13.515625
"You know, Dr.",-13.5166015625
I'll help you.,-13.5166015625
Are you a doctor?,-13.51708984375
You don't like it?,-13.517822265625
I can't tell you.,-13.5185546875
What are you mad about?,-13.51904296875
"Mom, I don't know what to do.",-13.5191650390625
Why are you screaming?,-13.51953125
"Whoa, what is that?",-13.51953125
Should I?,-13.51953125
"What's wrong, Mommy?",-13.51953125
Will you be there?,-13.51953125
Where's the baby?,-13.51953125
Do you want to be my friend?,-13.51953125
What's the occasion?,-13.51953125
I'm 18 years old.,-13.52117919921875
